id	unitId	form	name	rank	maxLv	level	health	attack	speed	kb	atkOccu	atkFreq	dps	range	reach	sAtkReach	lAtkReach	cost	again	conAtk	firstAtk	firstOccu	secondAtk	secondOccu	thirdAtk	thirdOccu	reOnConAtkChara	wait	backSwing	waveProbability	waveLevel	miniWave	ragingWaveProbability	ragingWaveLevel	ragingWaveSReach	ragingWaveLReach	againstWhite	againstRed	againstFloat	againstBlack	againstMetal	againstAngel	againstAlien	againstZombie	againstAncient	againstDemon	veryStrong	superDamage	strongStruck	extremeDamage	superStrongStruck	blowAway	attackInvalid	stopMoving	slowDown	atkReduce	curse																																
052-3	52	3	ねこ医師	レア	50+80	30	12852	782	9	3	11	40	587	単体	240			510	156									29	15	0	0		0	0	0	0			浮						古							ふっとばす(40%)																														ふっとばす耐性:50%距離軽減				呪い耐性:70%効果時間減少			
053-1	53	1	ネコシャーマン	レア	50+80	30	5372	765	10	3	23	54	425	単体	250			510	176									31	22	0	0		0	0	0	0			浮															動きを止める(20% 60F)																																			
053-2	53	2	ネコラマンサー	レア	50+80	30	6290	935	10	3	23	54	519	単体	250			510	176									31	22	0	0		0	0	0	0			浮															動きを止める(20% 60F)																																			
053-3	53	3	ネコオドラマンサー	レア	50+80	30	6290	1275	10	3	23	54	708	単体	300			510	176									31	22	30	2		0	0	0	0			浮															動きを止める(20% 90F)											毒撃無効																		止める耐性:70%効果時間減少						
054-1	54	1	エヴァンジェリスト	超激レア	50+70	30	3400	1020	18	1	341	1140	27	範囲	1000			499	9736									799	60	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪								動きを止める(100% 150F)																																			
054-2	54	2	フィリバスター	超激レア	50+70	30	3400	1020	18	1	341	1140	27	範囲	1000			499	9736									799	60	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪								動きを止める(100% 150F)																																			
055-1	55	1	10式戦車	EX	50+0	30	12955	3910	6	4	6	31	3784	範囲	140			1413	916									0	25	0	0		0	0	0	0																																																					
055-2	55	2	ネコ搭乗10式戦車	EX	50+0	30	12955	3910	6	4	6	31	3784	範囲	140			1413	916									0	25	0	0		0	0	0	0																																																					
056-1	56	1	ネコ魔女	レア	50+80	30	6460	630	10	3	22	43	440	単体	200			495	116									21	13	0	0		0	0	0	0		赤																	遅くする(20% 120F)																																		
056-2	56	2	ネコマージョ	レア	50+80	30	7480	800	10	3	22	43	558	単体	200			495	116									21	13	0	0		0	0	0	0		赤																	遅くする(20% 120F)																																		
056-3	56	3	ネコビマージョ	レア	50+80	30	11220	800	10	3	22	43	558	単体	250			495	116									21	13	0	0		0	0	0	0		赤						ゾ											遅くする(20% 180F)																	生き残る(50%)																	
057-1	57	1	ネコアーチャー	レア	50+80	30	3060	1665	10	3	43	72	694	単体	340			1230	336									29	13	0	0		0	0	0	0			浮									超ダメージ																																									
057-2	57	2	ネコキューピット	レア	50+80	30	4080	1665	10	3	43	72	694	単体	340			1230	336									29	13	0	0		0	0	0	0			浮									超ダメージ																																									
057-3	57	3	ネコいて座	レア	50+80	30	6120	2500	16	3	43	72	1042	単体	390			1230	276									29	13	0	0		0	0	0	0			浮					ゾ				超ダメージ																				ゾンビキラー																					
058-1	58	1	ネコシュバリエ	超激レア	50+70	30	22100	3400	7	3	31	150	680	単体	195			2250	1436									119	30	0	0		0	0	0	0																																	クリティカル(20%)																				
058-2	58	2	ネコベルセルク	超激レア	50+70	30	30600	5100	7	3	31	150	1020	範囲	195			2250	1436									119	30	0	0		0	0	0	0																																	クリティカル(40%)																				
058-3	58	3	ネコパラディン	超激レア	50+70	30	39100	6800	7	3	31	150	1360	範囲	245			2250	1436									119	35	0	0		0	0	0	0																		対メタル：動きを止める(30% 60F)					ふっとばす無効		遅くする無効							ゾンビキラー	クリティカル(50%)																				
059-1	59	1	ネコ魔剣士	レア	50+80	30	9350	1700	11	3	8	33	1545	単体	155			630	136									9	25	0	0		0	0	0	0		赤										超ダメージ																																									
059-2	59	2	双剣ネコ魔剣士	レア	50+80	30	11050	1870	11	3	8	33	1700	単体	155			630	136									9	25	0	0		0	0	0	0		赤										超ダメージ																																									
059-3	59	3	双炎舞ネコ魔剣士	レア	50+80	30	17000	3400	11	3	8	33	3091	単体	155			630	116									9	25	0	0		0	0	0	0		赤				天						超ダメージ																																					攻撃力低下耐性:70%効果時間減少				
060-1	60	1	ねこベビー	超激レア	50+70	30	68000	37400	9	2	60	299	3753	範囲	140			3150	1536									239	31	0	0		0	0	0	0			浮				エ									ふっとばす(30%)								止める無効																													
060-2	60	2	ねこベビーズ	超激レア	50+70	30	88400	59500	9	2	60	299	5970	範囲	140			3150	1536									239	31	0	0		0	0	0	0			浮				エ									ふっとばす(30%)								止める無効																													
060-3	60	3	ネコベビーカーズ	超激レア	50+70	30	105400	59500	12	2	60	299	5970	範囲	240			3150	1536									239	31	100	2		0	0	0	0			浮				エ									ふっとばす(30%)			遅くする(40% 60F)					止める無効				呪い無効																				遅くする耐性:70%効果時間減少					
061-1	61	1	ネコブ・ロンズ	レア	50+0	30	10200	1665	8	2	12	51	979	範囲	160			630	302									39	38	0	0		0	0	0	0					ﾒﾀﾙ											ふっとばす(20%)																																					
061-2	61	2	芸術のネコスタチュ	レア	50+0	30	15300	2175	8	2	12	51	1279	範囲	160			630	302									39	38	0	0		0	0	0	0					ﾒﾀﾙ											ふっとばす(20%)																																					
061-3	61	3	ネコクイズ王	レア	50+0	30	15300	3195	8	2	27	142	675	範囲	190			630	302									0	115	0	0		0	0	0	0					ﾒﾀﾙ											ふっとばす(30%)																																					
062-1	62	1	ねこ寿司	激レア	50+70	30	25500	1360	16	2	12	71	575	範囲	130			1425	296									59	16	0	0		0	0	0	0		赤											打たれ強い							攻撃低下(20%の確率 200F 50%に低下)																																	
062-2	62	2	ねこリーゼント	激レア	50+70	30	32300	3060	16	2	12	71	1293	範囲	130			1425	296									59	16	0	0		0	0	0	0		赤											打たれ強い							攻撃低下(20%の確率 200F 50%に低下)																																	
062-3	62	3	ネコ極上	激レア	50+70	30	64600	3060	16	2	12	71	1293	範囲	130			975	296									59	16	0	0		0	0	0	0		赤											打たれ強い							攻撃低下(20%の確率 200F 50%に低下)																											止める耐性:70%効果時間減少	遅くする耐性:70%効果時間減少					
063-1	63	1	ネコポン	EX	50+0	30	7650	170	8	1	9	68	75	範囲	110			150	60									59	20	0	0		0	0	0	0																																																					
063-2	63	2	ネコポニョン	EX	50+0	30	7650	170	8	1	9	68	75	範囲	110			150	60									59	20	0	0		0	0	0	0																																																					
064-1	64	1	ネコ運動会	レア	50+0	30	11900	442	10	4	8	37	358	範囲	110			375	60									29	10	0	0		0	0	0	0																																																					
064-2	64	2	ネコラッチ	レア	50+0	30	11900	442	10	4	8	37	358	範囲	110			375	60									29	10	0	0		0	0	0	0																																																					
064-3	64	3	ネコ棒倒し	レア	50+0	30	11900	442	10	4	8	77	172	範囲	330			375	60									69	10	0	0		0	0	0	0																											ワープ無効																										
065-1	65	1	剣士	レア	50+80	30	4760	680	6	3	27	136	150	単体	170			240	116									109	29	0	0		0	0	0	0																																																					
065-2	65	2	剣士ジョニー	レア	50+80	30	9520	1530	6	3	27	136	338	単体	170			240	116									109	29	0	0		0	0	0	0																																																					
066-1	66	1	ウシ姫	レア	50+80	30	8500	510	30	5	6	10	1530	単体	161			750	60									0	4	0	0		0	0	0	0				黒								超ダメージ																																									
066-2	66	2	キリン姫	レア	50+80	30	8500	510	30	5	6	10	1530	単体	161			750	60									0	4	0	0		0	0	0	0				黒								超ダメージ																																									
067-1	67	1	KHM48	超激レア	50+70	30	6800	3060	6	2	26	205	448	範囲	380			2100	1516									179	87	0	0		0	0	0	0				黒														動きを止める(40% 60F)																																			
067-2	67	2	ダークKHM48	超激レア	50+70	30	15300	8227	6	2	26	205	1204	範囲	380			2100	1516									179	87	0	0		0	0	0	0				黒														動きを止める(40% 60F)																																			
067-3	67	3	KHM46	超激レア	50+70	30	15300	8227	6	2	26	115	2146	範囲	380			2100	526									89	87	0	0		0	0	0	0				黒		天												動きを止める(40% 90F)										呪い無効																									
068-1	68	1	チビガウ	レア	50+80	30	10200	3400	8	1	56	115	887	単体	110			300	66									59	56	0	0		0	0	0	0				黒									打たれ強い																																								
068-2	68	2	チビガウガウ	レア	50+80	30	13600	4200	8	1	56	115	1096	単体	110			300	66									59	56	0	0		0	0	0	0				黒									打たれ強い																																								
069-1	69	1	執行者	激レア	50+70	30	6800	3400	7	3	25	184	554	範囲	360			750	936									159	33	0	0		0	0	0	0				黒															遅くする(40% 120F)																																		
069-2	69	2	執行者999	激レア	50+70	30	11900	5100	7	3	25	184	832	範囲	360			750	936									159	33	0	0		0	0	0	0				黒															遅くする(40% 120F)																																		
069-3	69	3	ジャッジメント	激レア	50+70	30	17000	15300	7	3	57	184	2495	範囲	360			750	936	○	7650	57	7650	26				101	46	0	0		0	0	0	0				黒															遅くする(40% 120F)																																		
070-1	70	1	眠れるケリの美女	激レア	50+0	30	17000	4760	6	1	12	61	2341	範囲	160			1950	546									49	24	0	0		0	0	0	0																																																					
070-2	70	2	眠れるケリの美女Ⅱ	激レア	50+0	30	17000	4760	6	1	12	61	2341	範囲	160			1950	546									49	24	0	0		0	0	0	0																																																					
070-3	70	3	ひたすら眠れるケリの美女	激レア	50+0	30	25500	5950	6	1	12	61	2926	範囲	160			1950	546									49	24	0	0		0	0	0	0																									遅くする無効																												
071-1	71	1	ネコリーマン	レア	50+0	30	11900	2720	8	1	22	111	735	単体	210			1366	176									89	29	0	0		0	0	0	0		赤									めっぽう強い																																										
071-2	71	2	ネコ怨み	レア	50+0	30	11900	2720	8	1	22	111	735	範囲	210			1366	176									89	29	0	0		0	0	0	0		赤									めっぽう強い																																										
071-3	71	3	ネコ火祭り	レア	50+0	30	20400	5440	8	2	22	111	1470	範囲	210			1366	176									89	29	0	0		0	0	0	0		赤									めっぽう強い																								攻撃上昇(50%以下 100%上昇)																		
072-1	72	1	真田幸村	超激レア	50+70	30	14450	14025	65	5	1	137	3071	範囲	170			3075	1536	○	12750	1	1275	7				0	129	0	0		0	0	0	0				黒								超ダメージ																																									
072-2	72	2	武神・真田幸村	超激レア	50+70	30	28900	28050	65	5	1	137	6142	範囲	170			3075	1536	○	25500	1	2550	7				0	129	0	0		0	0	0	0				黒								超ダメージ																																									
072-3	72	3	飛翔の武神・真田幸村	超激レア	50+70	30	28900	42075	75	5	1	137	9214	範囲	170			3075	1536	○	38250	1	3825	7				0	129	0	0		0	0	0	0				黒								超ダメージ																							攻撃上昇(40%以下 50%上昇)												止める耐性:70%効果時間減少	遅くする耐性:70%効果時間減少					
073-1	73	1	前田慶次	超激レア	50+70	30	25500	11050	8	2	11	190	1745	範囲	250			3585	2036									179	50	0	0		0	0	0	0				黒									打たれ強い																						攻撃上昇(30%以下 100%上昇)																		
073-2	73	2	武神・前田慶次	超激レア	50+70	30	64600	22100	8	2	11	190	3489	範囲	250			3585	2036									179	50	0	0		0	0	0	0				黒									打たれ強い																	波動無効					攻撃上昇(30%以下 100%上昇)																		
073-3	73	3	憤怒の武神・前田慶次	超激レア	50+70	30	98600	22100	8	2	11	110	6027	範囲	320			3135	2036									99	50	0	0		0	0	0	0				黒									打たれ強い																	波動無効					攻撃上昇(50%以下 150%上昇)														攻撃力低下耐性:70%効果時間減少				
074-1	74	1	織田信長	超激レア	50+70	30	16150	7650	7	1	82	111	2068	範囲	410			4350	2636									29	20	0	0		0	0	0	0				黒														動きを止める(100% 180F)																																			
074-2	74	2	武神・織田信長	超激レア	50+70	30	32300	15300	7	1	82	111	4135	範囲	410			4350	2636									29	20	0	0		0	0	0	0				黒														動きを止める(100% 180F)																																			
074-3	74	3	天魔・織田信長	超激レア	50+70	30	64600	20400	17	1	82	111	5514	範囲	410			4350	2636									29	20	0	0		0	0	0	0				黒														動きを止める(100% 240F)										呪い無効								生き残る(100%)																波動耐性:50%軽減	
075-1	75	1	トナカイフィッシュ	レア	50+0	30	15300	3332	10	3	8	51	1960	単体	150			1215	146									43	17	0	0		0	0	0	0																																		金×2																			
075-2	75	2	ネコ魚のお造り	レア	50+0	30	17850	5560	10	3	8	51	3271	単体	150			1215	146									43	17	0	0		0	0	0	0																																		金×2																			
075-3	75	3	フィッシュ・ド・ノエル	レア	50+0	30	25500	5560	10	3	8	41	4068	範囲	150			1215	146									33	17	0	0		0	0	0	0																																		金×2																			
076-1	76	1	風神のウィンディ	超激レア	50+70	30	13600	21335	6	6	81	408	1569	範囲	420			4425	3068									327	55	0	0		0	0	0	0			浮									超ダメージ																																									
076-2	76	2	風神のウィンディα	超激レア	50+70	30	25500	43435	6	6	81	408	3194	範囲	420			4425	3068									327	55	0	0		0	0	0	0			浮									超ダメージ																																									
